Ward_ID,Year,Dimension_Type,Dimension_Key,Population
15,2016,Income,253,2570.0
15,2016,Income,254,17565.0
15,2016,Income,255,7170.0
15,2016,Income,256,10395.0
16,2016,Income,257,78080.0
16,2016,Income,258,4710.0
16,2016,Income,259,73370.0
16,2016,Income,260,13480.0
16,2016,Income,261,14045.0
16,2016,Income,262,10355.0
16,2016,Income,263,8070.0
16,2016,Income,264,6530.0
16,2016,Income,265,5050.0
16,2016,Income,266,3850.0
16,2016,Income,267,2985.0
16,2016,Income,268,2100.0
16,2016,Income,269,1750.0
16,2016,Income,270,5155.0
16,2016,Income,271,3465.0
16,2016,Income,272,1690.0
17,2016,Income,273,94405.0
17,2016,Income,274,5155.0
17,2016,Income,275,89255.0
17,2016,Income,276,19580.0
17,2016,Income,277,16730.0
17,2016,Income,278,11430.0
17,2016,Income,279,8440.0
17,2016,Income,280,7265.0
17,2016,Income,281,5425.0
17,2016,Income,282,4555.0
17,2016,Income,283,3490.0
17,2016,Income,284,2880.0
17,2016,Income,285,2300.0
17,2016,Income,286,7165.0
17,2016,Income,287,4780.0
17,2016,Income,288,2380.0
18,2016,Income,289,103860.0
18,2016,Income,290,5895.0
18,2016,Income,291,97960.0
18,2016,Income,292,24205.0
18,2016,Income,293,17520.0
18,2016,Income,294,10875.0
18,2016,Income,295,8395.0
18,2016,Income,296,6930.0
18,2016,Income,297,5870.0
18,2016,Income,298,4715.0
18,2016,Income,299,4070.0
18,2016,Income,300,3290.0
18,2016,Income,301,2800.0
18,2016,Income,302,9300.0
18,2016,Income,303,5940.0
18,2016,Income,304,3355.0
19,2016,Income,305,89250.0
19,2016,Income,306,3925.0
19,2016,Income,307,85320.0
19,2016,Income,308,13575.0
19,2016,Income,309,14775.0
19,2016,Income,310,10135.0
19,2016,Income,311,7990.0
19,2016,Income,312,6780.0
19,2016,Income,313,5735.0
19,2016,Income,314,4665.0
19,2016,Income,315,4030.0
19,2016,Income,316,3270.0
19,2016,Income,317,3175.0
19,2016,Income,318,11185.0
19,2016,Income,319,6455.0
19,2016,Income,320,4730.0
20,2016,Income,321,89655.0
20,2016,Income,322,5070.0
20,2016,Income,323,84585.0
20,2016,Income,324,15920.0
20,2016,Income,325,17805.0
20,2016,Income,326,12130.0
20,2016,Income,327,9245.0
20,2016,Income,328,7720.0
20,2016,Income,329,5460.0
20,2016,Income,330,4300.0
20,2016,Income,331,3090.0
20,2016,Income,332,2195.0
20,2016,Income,333,2115.0
20,2016,Income,334,4615.0
20,2016,Income,335,3175.0
20,2016,Income,336,1430.0
21,2016,Income,337,92275.0
21,2016,Income,338,5265.0
21,2016,Income,339,87010.0
21,2016,Income,340,17205.0
21,2016,Income,341,18455.0
21,2016,Income,342,13775.0
21,2016,Income,343,10755.0
21,2016,Income,344,8370.0
21,2016,Income,345,5900.0
21,2016,Income,346,4065.0
21,2016,Income,347,2900.0
21,2016,Income,348,1790.0
21,2016,Income,349,1335.0
21,2016,Income,350,2470.0
21,2016,Income,351,2050.0
21,2016,Income,352,420.0
22,2016,Income,353,89925.0
22,2016,Income,354,4580.0
22,2016,Income,355,85350.0
22,2016,Income,356,18565.0
22,2016,Income,357,20460.0
22,2016,Income,358,13030.0
22,2016,Income,359,8995.0
22,2016,Income,360,6815.0
22,2016,Income,361,4945.0
22,2016,Income,362,3595.0
22,2016,Income,363,2425.0
22,2016,Income,364,1925.0
22,2016,Income,365,1330.0
22,2016,Income,366,3265.0
22,2016,Income,367,2480.0
22,2016,Income,368,780.0
23,2016,Income,369,82745.0
23,2016,Income,370,4885.0
23,2016,Income,371,77855.0
23,2016,Income,372,17805.0
23,2016,Income,373,19395.0
23,2016,Income,374,11950.0
23,2016,Income,375,8420.0
23,2016,Income,376,6310.0
23,2016,Income,377,4360.0
23,2016,Income,378,3095.0
23,2016,Income,379,1985.0
23,2016,Income,380,1410.0
23,2016,Income,381,1120.0
23,2016,Income,382,2000.0
23,2016,Income,383,1650.0
23,2016,Income,384,350.0
24,2016,Income,385,83080.0
24,2016,Income,386,5030.0
24,2016,Income,387,78050.0
24,2016,Income,388,16070.0
24,2016,Income,389,17405.0
24,2016,Income,390,11910.0
24,2016,Income,391,8800.0
24,2016,Income,392,7255.0
24,2016,Income,393,4885.0
24,2016,Income,394,3495.0
24,2016,Income,395,2500.0
24,2016,Income,396,1790.0
24,2016,Income,397,1330.0
24,2016,Income,398,2615.0
24,2016,Income,399,1955.0
24,2016,Income,400,665.0
25,2016,Income,401,85060.0
25,2016,Income,402,4795.0
25,2016,Income,403,80265.0
25,2016,Income,404,14670.0
25,2016,Income,405,15585.0
25,2016,Income,406,10450.0
25,2016,Income,407,8560.0
25,2016,Income,408,7805.0
25,2016,Income,409,6240.0
25,2016,Income,410,4520.0
25,2016,Income,411,3185.0
25,2016,Income,412,2230.0
25,2016,Income,413,2170.0
25,2016,Income,414,4845.0
25,2016,Income,415,3630.0
25,2016,Income,416,1215.0
0,2021,Income,417,2377945.0
0,2021,Income,418,109225.0
0,2021,Income,419,2268720.0
0,2021,Income,420,211940.0
0,2021,Income,421,278160.0
0,2021,Income,422,383770.0
0,2021,Income,423,279875.0
0,2021,Income,424,222750.0
0,2021,Income,425,176220.0
0,2021,Income,426,137275.0
0,2021,Income,427,111795.0
0,2021,Income,428,90025.0
0,2021,Income,429,73170.0
0,2021,Income,430,303740.0
0,2021,Income,431,175210.0
0,2021,Income,432,128530.0
1,2021,Income,433,96625.0
1,2021,Income,434,5280.0
1,2021,Income,435,91340.0
1,2021,Income,436,9150.0
1,2021,Income,437,13965.0
1,2021,Income,438,18750.0
1,2021,Income,439,13890.0
1,2021,Income,440,10745.0
1,2021,Income,441,7880.0
1,2021,Income,442,5275.0
1,2021,Income,443,3665.0
1,2021,Income,444,2585.0
1,2021,Income,445,1695.0
1,2021,Income,446,3740.0
1,2021,Income,447,2870.0
1,2021,Income,448,875.0
2,2021,Income,449,99900.0
2,2021,Income,450,3785.0
2,2021,Income,451,96115.0
2,2021,Income,452,8065.0
2,2021,Income,453,10465.0
2,2021,Income,454,14690.0
2,2021,Income,455,10705.0
2,2021,Income,456,8760.0
2,2021,Income,457,8150.0
2,2021,Income,458,6225.0
2,2021,Income,459,5290.0
2,2021,Income,460,4285.0
2,2021,Income,461,3430.0
2,2021,Income,462,16045.0
2,2021,Income,463,9385.0
2,2021,Income,464,6665.0
3,2021,Income,465,121460.0
3,2021,Income,466,4185.0
3,2021,Income,467,117275.0
3,2021,Income,468,8535.0
3,2021,Income,469,11720.0
3,2021,Income,470,16945.0
3,2021,Income,471,12760.0
3,2021,Income,472,11220.0
3,2021,Income,473,9010.0
3,2021,Income,474,8290.0
3,2021,Income,475,6970.0
3,2021,Income,476,5970.0
3,2021,Income,477,4935.0
3,2021,Income,478,20920.0
3,2021,Income,479,12205.0
3,2021,Income,480,8715.0
4,2021,Income,481,89695.0
4,2021,Income,482,3320.0
4,2021,Income,483,86380.0
4,2021,Income,484,6890.0
4,2021,Income,485,8935.0
4,2021,Income,486,12510.0
4,2021,Income,487,9740.0
4,2021,Income,488,7730.0
4,2021,Income,489,6175.0
4,2021,Income,490,5450.0
4,2021,Income,491,4540.0
4,2021,Income,492,3760.0
4,2021,Income,493,3345.0
4,2021,Income,494,17300.0
4,2021,Income,495,9165.0
4,2021,Income,496,8140.0
5,2021,Income,497,97205.0
5,2021,Income,498,5050.0
5,2021,Income,499,92155.0
5,2021,Income,500,7885.0
5,2021,Income,501,12940.0
5,2021,Income,502,18345.0
5,2021,Income,503,13650.0
5,2021,Income,504,10820.0
5,2021,Income,505,8055.0
5,2021,Income,506,5610.0
5,2021,Income,507,4065.0
5,2021,Income,508,3220.0
5,2021,Income,509,2120.0
5,2021,Income,510,5455.0
5,2021,Income,511,4305.0
5,2021,Income,512,1150.0
6,2021,Income,513,91800.0
6,2021,Income,514,3890.0
6,2021,Income,515,87915.0
6,2021,Income,516,7960.0
6,2021,Income,517,11115.0
6,2021,Income,518,16430.0
6,2021,Income,519,12225.0
6,2021,Income,520,10300.0
6,2021,Income,521,7715.0
6,2021,Income,522,5365.0
6,2021,Income,523,3925.0
6,2021,Income,524,3115.0
6,2021,Income,525,2240.0
6,2021,Income,526,7530.0
6,2021,Income,527,4745.0
6,2021,Income,528,2785.0
7,2021,Income,529,92435.0
7,2021,Income,530,5740.0
7,2021,Income,531,86690.0
7,2021,Income,532,8965.0
7,2021,Income,533,13025.0
7,2021,Income,534,19310.0
7,2021,Income,535,13435.0
7,2021,Income,536,10845.0
7,2021,Income,537,7595.0
7,2021,Income,538,4785.0
7,2021,Income,539,3065.0
7,2021,Income,540,2030.0
7,2021,Income,541,1245.0
7,2021,Income,542,2395.0
7,2021,Income,543,1980.0
7,2021,Income,544,420.0
8,2021,Income,545,95710.0
8,2021,Income,546,4135.0
8,2021,Income,547,91575.0
8,2021,Income,548,8595.0
8,2021,Income,549,9580.0
8,2021,Income,550,13945.0
8,2021,Income,551,9835.0
8,2021,Income,552,8435.0
8,2021,Income,553,6580.0
8,2021,Income,554,5205.0
8,2021,Income,555,4250.0
8,2021,Income,556,3175.0
8,2021,Income,557,2930.0
8,2021,Income,558,19045.0
8,2021,Income,559,8065.0
8,2021,Income,560,10980.0
9,2021,Income,561,91635.0
9,2021,Income,562,3360.0
9,2021,Income,563,88275.0
9,2021,Income,564,6815.0
9,2021,Income,565,10275.0
9,2021,Income,566,15220.0
9,2021,Income,567,11390.0
9,2021,Income,568,8840.0
9,2021,Income,569,6735.0
9,2021,Income,570,5830.0
9,2021,Income,571,4895.0
9,2021,Income,572,3940.0
9,2021,Income,573,3280.0
9,2021,Income,574,11070.0
9,2021,Income,575,7270.0
9,2021,Income,576,3800.0
10,2021,Income,577,126130.0
10,2021,Income,578,4325.0
10,2021,Income,579,121805.0
10,2021,Income,580,8715.0
10,2021,Income,581,10230.0
10,2021,Income,582,14050.0
10,2021,Income,583,10755.0
10,2021,Income,584,9520.0
10,2021,Income,585,9095.0
10,2021,Income,586,8790.0
10,2021,Income,587,8425.0
10,2021,Income,588,7620.0
10,2021,Income,589,6450.0
10,2021,Income,590,28155.0
10,2021,Income,591,16920.0
10,2021,Income,592,11230.0
11,2021,Income,593,93395.0
11,2021,Income,594,3410.0
11,2021,Income,595,89985.0
11,2021,Income,596,8765.0
11,2021,Income,597,8945.0
11,2021,Income,598,12665.0
11,2021,Income,599,9320.0
11,2021,Income,600,7300.0
11,2021,Income,601,5975.0
11,2021,Income,602,5090.0
11,2021,Income,603,4850.0
11,2021,Income,604,3790.0
11,2021,Income,605,3215.0
11,2021,Income,606,20085.0
11,2021,Income,607,8790.0
11,2021,Income,608,11290.0
12,2021,Income,609,100640.0
12,2021,Income,610,3595.0
12,2021,Income,611,97045.0
12,2021,Income,612,7895.0
12,2021,Income,613,8575.0
12,2021,Income,614,13040.0
12,2021,Income,615,9975.0
12,2021,Income,616,8925.0
12,2021,Income,617,7475.0
12,2021,Income,618,6510.0
12,2021,Income,619,5310.0
12,2021,Income,620,4555.0
12,2021,Income,621,3875.0
12,2021,Income,622,20910.0
12,2021,Income,623,9765.0
12,2021,Income,624,11150.0
13,2021,Income,625,107625.0
13,2021,Income,626,4395.0
13,2021,Income,627,103230.0
13,2021,Income,628,9895.0
13,2021,Income,629,12045.0
13,2021,Income,630,17125.0
13,2021,Income,631,11980.0
13,2021,Income,632,9220.0
13,2021,Income,633,7410.0
13,2021,Income,634,6200.0
13,2021,Income,635,5515.0
13,2021,Income,636,4925.0
13,2021,Income,637,3790.0
13,2021,Income,638,15115.0
13,2021,Income,639,9200.0
13,2021,Income,640,5920.0
14,2021,Income,641,88375.0
14,2021,Income,642,2980.0
14,2021,Income,643,85390.0
14,2021,Income,644,6660.0
14,2021,Income,645,9780.0
14,2021,Income,646,13505.0
14,2021,Income,647,8990.0
14,2021,Income,648,6920.0
14,2021,Income,649,5780.0
14,2021,Income,650,4530.0
14,2021,Income,651,4260.0
14,2021,Income,652,3820.0
14,2021,Income,653,3560.0
14,2021,Income,654,17585.0
14,2021,Income,655,9670.0
14,2021,Income,656,7915.0
15,2021,Income,657,83725.0
15,2021,Income,658,4470.0
15,2021,Income,659,79260.0
15,2021,Income,660,8680.0
15,2021,Income,661,8250.0
15,2021,Income,662,10555.0
15,2021,Income,663,7765.0
15,2021,Income,664,5945.0
15,2021,Income,665,4785.0
15,2021,Income,666,4120.0
15,2021,Income,667,3540.0
15,2021,Income,668,3060.0
15,2021,Income,669,2760.0
15,2021,Income,670,19800.0
15,2021,Income,671,7890.0
15,2021,Income,672,11910.0
16,2021,Income,673,79750.0
16,2021,Income,674,3975.0
16,2021,Income,675,75775.0
16,2021,Income,676,7340.0
16,2021,Income,677,10015.0
16,2021,Income,678,13565.0
16,2021,Income,679,10075.0
16,2021,Income,680,7905.0
16,2021,Income,681,6300.0
16,2021,Income,682,4505.0
16,2021,Income,683,3705.0
16,2021,Income,684,2840.0
16,2021,Income,685,2145.0
16,2021,Income,686,7380.0
16,2021,Income,687,4760.0
16,2021,Income,688,2625.0
17,2021,Income,689,98430.0
17,2021,Income,690,5020.0
17,2021,Income,691,93410.0
17,2021,Income,692,10780.0
17,2021,Income,693,12095.0
17,2021,Income,694,15705.0
17,2021,Income,695,11050.0
17,2021,Income,696,8860.0
17,2021,Income,697,7150.0
17,2021,Income,698,5610.0
17,2021,Income,699,4700.0
17,2021,Income,700,4020.0
17,2021,Income,701,3235.0
17,2021,Income,702,10200.0
17,2021,Income,703,7020.0
17,2021,Income,704,3175.0
18,2021,Income,705,103695.0
18,2021,Income,706,6070.0
18,2021,Income,707,97625.0
18,2021,Income,708,12495.0
18,2021,Income,709,12795.0
18,2021,Income,710,15655.0
18,2021,Income,711,11105.0
18,2021,Income,712,8460.0
18,2021,Income,713,6720.0
18,2021,Income,714,5485.0
18,2021,Income,715,4460.0
18,2021,Income,716,3870.0
18,2021,Income,717,3325.0
18,2021,Income,718,13255.0
18,2021,Income,719,8495.0
18,2021,Income,720,4755.0
19,2021,Income,721,89815.0
19,2021,Income,722,3995.0
19,2021,Income,723,85815.0
19,2021,Income,724,7165.0
19,2021,Income,725,9880.0
19,2021,Income,726,13265.0
19,2021,Income,727,9355.0
19,2021,Income,728,7615.0
19,2021,Income,729,6100.0
19,2021,Income,730,5010.0
19,2021,Income,731,4395.0
19,2021,Income,732,3615.0
19,2021,Income,733,3375.0
19,2021,Income,734,16045.0
19,2021,Income,735,8990.0
19,2021,Income,736,7055.0
20,2021,Income,737,91965.0
20,2021,Income,738,4845.0
20,2021,Income,739,87125.0
20,2021,Income,740,8100.0
20,2021,Income,741,11990.0
20,2021,Income,742,16560.0
20,2021,Income,743,11800.0
20,2021,Income,744,8985.0
20,2021,Income,745,7100.0
20,2021,Income,746,5305.0
20,2021,Income,747,4095.0
20,2021,Income,748,3160.0
20,2021,Income,749,2380.0
20,2021,Income,750,7645.0
20,2021,Income,751,5220.0
20,2021,Income,752,2425.0
21,2021,Income,753,94590.0
21,2021,Income,754,5240.0
21,2021,Income,755,89350.0
21,2021,Income,756,8965.0
21,2021,Income,757,12075.0
21,2021,Income,758,17525.0
21,2021,Income,759,13975.0
21,2021,Income,760,10310.0
21,2021,Income,761,7730.0
21,2021,Income,762,5665.0
21,2021,Income,763,3810.0
21,2021,Income,764,2835.0
21,2021,Income,765,2110.0
21,2021,Income,766,4345.0
21,2021,Income,767,3570.0
21,2021,Income,768,770.0
22,2021,Income,769,90395.0
22,2021,Income,770,4560.0
22,2021,Income,771,85830.0
22,2021,Income,772,9580.0
22,2021,Income,773,13255.0
22,2021,Income,774,18060.0
22,2021,Income,775,11915.0
22,2021,Income,776,8845.0
22,2021,Income,777,6685.0
22,2021,Income,778,4445.0
22,2021,Income,779,3430.0
22,2021,Income,780,2515.0
22,2021,Income,781,1950.0
22,2021,Income,782,5150.0
22,2021,Income,783,3780.0
22,2021,Income,784,1370.0
23,2021,Income,785,80930.0
23,2021,Income,786,4310.0
23,2021,Income,787,76620.0
23,2021,Income,788,8410.0
23,2021,Income,789,12885.0
23,2021,Income,790,16380.0
23,2021,Income,791,11335.0
23,2021,Income,792,8290.0
23,2021,Income,793,5770.0
23,2021,Income,794,3910.0
23,2021,Income,795,2950.0
23,2021,Income,796,1990.0
23,2021,Income,797,1490.0
23,2021,Income,798,3220.0
23,2021,Income,799,2605.0
23,2021,Income,800,620.0
24,2021,Income,801,85580.0
24,2021,Income,802,5110.0
24,2021,Income,803,80475.0
24,2021,Income,804,7880.0
24,2021,Income,805,12200.0
24,2021,Income,806,15810.0
24,2021,Income,807,11845.0
24,2021,Income,808,9250.0
24,2021,Income,809,6955.0
24,2021,Income,810,4585.0
24,2021,Income,811,3475.0
24,2021,Income,812,2315.0
24,2021,Income,813,1705.0
24,2021,Income,814,4440.0
24,2021,Income,815,3445.0
24,2021,Income,816,1000.0
25,2021,Income,817,86450.0
25,2021,Income,818,4180.0
25,2021,Income,819,82270.0
25,2021,Income,820,7775.0
25,2021,Income,821,11135.0
25,2021,Income,822,14170.0
25,2021,Income,823,11005.0
25,2021,Income,824,8720.0
25,2021,Income,825,7290.0
25,2021,Income,826,5475.0
25,2021,Income,827,4200.0
25,2021,Income,828,3000.0
25,2021,Income,829,2590.0
25,2021,Income,830,6910.0
25,2021,Income,831,5100.0
25,2021,Income,832,1810.0
0,2016,Education,1,2294790.0
0,2016,Education,2,377340.0
0,2016,Education,3,561090.0
0,2016,Education,4,1356355.0
0,2016,Education,5,94005.0
0,2016,Education,6,53060.0
0,2016,Education,7,40945.0
0,2016,Education,8,362080.0
0,2016,Education,9,65015.0
0,2016,Education,10,835255.0
0,2016,Education,11,534610.0
0,2016,Education,12,54570.0
0,2016,Education,13,23545.0
0,2016,Education,14,192120.0
0,2016,Education,15,30415.0
1,2016,Education,16,95295.0
1,2016,Education,17,23735.0
1,2016,Education,18,29205.0
1,2016,Education,19,42350.0
1,2016,Education,20,5205.0
1,2016,Education,21,2850.0
1,2016,Education,22,2355.0
1,2016,Education,23,16140.0
1,2016,Education,24,2560.0
1,2016,Education,25,18445.0
1,2016,Education,26,12800.0
1,2016,Education,27,1210.0
1,2016,Education,28,455.0
1,2016,Education,29,3645.0
1,2016,Education,30,330.0
2,2016,Education,31,98790.0
2,2016,Education,32,14795.0
2,2016,Education,33,25510.0
2,2016,Education,34,58480.0
2,2016,Education,35,4915.0
2,2016,Education,36,2720.0
2,2016,Education,37,2200.0
2,2016,Education,38,16965.0
2,2016,Education,39,2830.0
2,2016,Education,40,33770.0
2,2016,Education,41,22155.0
2,2016,Education,42,2555.0
2,2016,Education,43,895.0
2,2016,Education,44,7120.0
2,2016,Education,45,1050.0
3,2016,Education,46,110720.0
3,2016,Education,47,14475.0
3,2016,Education,48,25080.0
3,2016,Education,49,71165.0
3,2016,Education,50,5045.0
3,2016,Education,51,2705.0
3,2016,Education,52,2340.0
3,2016,Education,53,20855.0
3,2016,Education,54,2995.0
3,2016,Education,55,42270.0
3,2016,Education,56,27515.0
3,2016,Education,57,3215.0
3,2016,Education,58,800.0
3,2016,Education,59,9455.0
3,2016,Education,60,1285.0
4,2016,Education,61,90620.0
4,2016,Education,62,10605.0
4,2016,Education,63,17590.0
4,2016,Education,64,62430.0
4,2016,Education,65,3385.0
4,2016,Education,66,1930.0
4,2016,Education,67,1450.0
4,2016,Education,68,14445.0
4,2016,Education,69,2140.0
4,2016,Education,70,42460.0
4,2016,Education,71,25890.0
4,2016,Education,72,2550.0
4,2016,Education,73,770.0
4,2016,Education,74,11175.0
4,2016,Education,75,2075.0
5,2016,Education,76,95660.0
5,2016,Education,77,27960.0
5,2016,Education,78,27945.0
5,2016,Education,79,39750.0
5,2016,Education,80,6765.0
5,2016,Education,81,3635.0
5,2016,Education,82,3130.0
5,2016,Education,83,16350.0
5,2016,Education,84,2540.0
5,2016,Education,85,14095.0
5,2016,Education,86,10305.0
5,2016,Education,87,1280.0
5,2016,Education,88,210.0
5,2016,Education,89,2010.0
5,2016,Education,90,295.0
6,2016,Education,91,88040.0
6,2016,Education,92,16440.0
6,2016,Education,93,22670.0
6,2016,Education,94,48935.0
6,2016,Education,95,4635.0
6,2016,Education,96,2695.0
6,2016,Education,97,1940.0
6,2016,Education,98,14875.0
