Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost,Address,Coordinates,Ward_Index,Ward
07 253076 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,1,DANFORTH,AVE, ,M4K,3841913.0,S3001,2007-08-14,2007-09-18,2016-08-02,Closed,"Interior alterations to construct a new conc floor over existing indoor inground pool (space below new slab to be used as storage).  ""City Adult Learning Centre""",150000,1 DANFORTH AVE   M4K,POINT (-79.360061 43.674919),23.0,Toronto-Danforth
07 259105 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,128,FERN,AVE, ,M6R,8007871.0,S1405,2007-09-05,2007-09-26,2016-02-11,Closed,Make interior alterations to existing washroom on 1st floor to create 2 washrooms in conjunction with  elementary school use,160000,128 FERN AVE   M6R,POINT (-79.446116 43.645189),13.0,Parkdale-High Park
08 102124 BLD,Building Additions/Alterations,University,Interior Alterations,245,CHURCH,ST, ,###,11462071.0,S2712,2008-01-10,2008-01-17,2016-08-02,Closed,Install wall/with door(electric strike) to public corridor for restricted access on 2nd floor. Ryerson University,5000,245 CHURCH ST   ###,POINT (-79.377392 43.65765),21.0,Toronto Centre
08 146809 BLD,Building Additions/Alterations,University,Interior Alterations,296,CHURCH,ST, ,###,11462111.0,S2712,2008-04-14,2008-05-30,2016-09-16,Closed,interior alterations to create new classroom space on floor 3 - Ryerson University - Interior design building.,600000,296 CHURCH ST   ###,POINT (-79.37794 43.657488),21.0,Toronto Centre
09 156340 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,234,ATTWELL,DR, ,M9W,984975.0,W0206,2009-08-11,2009-08-14,2016-12-20,Closed,interior alters to existing main floor of training centre,65000,234 ATTWELL DR   M9W,POINT (-79.58833 43.691809),14.0,Etobicoke North
10 115132 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,50,CELESTINE,DR, ,M9R,992445.0,W0401,2010-02-08,2010-03-05,2016-12-20,Closed,Interior alterations to existing washrooms and vestibule to ground floor of *Ecole Flix Leclerc*,100000,50 CELESTINE DR   M9R,POINT (-79.561447 43.689697),16.0,Etobicoke Centre
11 113107 BLD,Building Additions/Alterations,University,Interior Alterations,4700,KEELE,ST, ,M3J,20029109.0,N0803,2011-01-25,2011-03-24,2016-12-19,Closed,Alterations to the Lecture Halls - York Life Sciences Building,75000000,4700 KEELE ST   M3J,POINT (-79.502338 43.77341),0.0,Humber River-Black Creek
11 147299 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,25,SEMINOLE,AVE, ,M1J,384283.0,E3808,2011-03-17,2011-06-30,2016-12-13,Closed,Interior alterations including HVAC and Plumbing,1000000,25 SEMINOLE AVE   M1J,POINT (-79.249788 43.745301),9.0,Scarborough Centre
12 131325 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,288,PLEASANT,AVE, ,M2R,551989.0,N2301,2012-03-02,2012-04-04,2016-08-31,Closed, Pleasant Public School - daycare washroom,60000,288 PLEASANT AVE   M2R,POINT (-79.434621 43.789947),2.0,Willowdale
12 159892 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,2335,DUFFERIN,ST, ,M6E,9741283.0,N1507,2012-04-24,2012-05-24,2016-06-21,Closed,Toronto District School Board on the 1st and 2nd floor.,2100000,2335 DUFFERIN ST   M6E,POINT (-79.449089 43.694288),12.0,Toronto-St. Paul's
12 235528 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,4242,KINGSTON,RD, ,M1E,8947720.0,E4306,2012-08-24,2013-08-21,2016-02-03,Closed,interior alterations to existing place of worship,250000,4242 KINGSTON RD   M1E,POINT (-79.195787 43.761894),8.0,Scarborough-Guildwood
12 296910 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,510,EGLINTON,AVE,W,M5N,14015099.0,N1606,2012-12-21,2013-02-11,2016-06-14,Closed,Renovation to vacant office unit on second floor for new tenant The Fork Culinary School.,35000,510 EGLINTON AVE W M5N,POINT (-79.413533 43.703773),17.0,Eglinton-Lawrence
13 143127 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,177,GRACEFIELD,AVE, ,M6L,10035226.0,W1202,2013-04-02,2013-05-07,2016-12-20,Closed,Interior alteration to existing kindergarten rooms within an elementary school.,150000,177 GRACEFIELD AVE   M6L,POINT (-79.491406 43.709018),22.0,York South-Weston
13 143151 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,555,HARVIE,AVE, ,M6E,62504.0,W1702,2013-04-02,2013-05-07,2016-03-02,Closed,Interior alteration to existing kindergarten rooms within an elementary school.,100000,555 HARVIE AVE   M6E,POINT (-79.455407 43.691708),20.0,Davenport
13 157769 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,1,CITY VIEW,DR, ,M9W,993351.0,W0207,2013-04-26,2013-06-27,2016-08-30,Closed,"Interior alterations to existing vacant industrial building for a new private day school
",250000,1 CITY VIEW DR   M9W,POINT (-79.581005 43.69154),14.0,Etobicoke North
13 198925 BLD,New Building,Child Care Facility/DayCare Centre,New Building,21,DANE,AVE, ,###,505373.0,N1502,2013-07-04,2014-12-02,2016-09-07,Closed,New day nursery Dane Avenue Childrens Care for 62 children including outdoor play areas.,2950000,21 DANE AVE   ###,POINT (-79.454245 43.716176),17.0,Eglinton-Lawrence
13 200031 BLD,Building Additions/Alterations,University,Interior Alterations,55,DUNDAS,ST,W,###,20040459.0,S2713,2013-07-08,2013-07-15,2016-09-27,Closed,Renovations to existing office space on eighth floor of Ryerson University (144m2),94000,55 DUNDAS ST W ###,POINT (-79.382875 43.655676),21.0,Toronto Centre
13 209947 BLD,Building Additions/Alterations,University,Interior Alterations,40,ST GEORGE,ST, ,M5S,6350053.0,S2007,2013-07-24,2013-08-02,2016-03-31,Closed,Proposal for interior alterations to ground floor (91m2) for cafe space in existing university building. ,180000,40 ST GEORGE ST   M5S,POINT (-79.397155 43.659719),3.0,University-Rosedale
13 264401 BLD,New Building,University,New Building,755,MORNINGSIDE,AVE, ,M1C,14198162.0,E4403,2013-11-13,2014-09-02,2016-05-11,Closed,Five storey Environmental Science and Chemistry Building at University of Toronto Scarborough Campus.,52500000,755 MORNINGSIDE AVE   M1C,POINT (-79.192933 43.786024),6.0,Scarborough-Rouge Park
13 273915 BLD,Building Additions/Alterations,Hospital,Interior Alterations,1929,BAYVIEW,AVE, ,M4G,7632534.0,N2601,2013-12-04,2014-05-16,2016-11-29,Closed,construct interior alterations on the 3rd floor for the dialysis centre and an elevator shaft.,12000000,1929 BAYVIEW AVE   M4G,POINT (-79.377527 43.71734),11.0,Don Valley West
13 279786 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,805,EUCLID,AVE, ,###,803398.0,S2001,2013-12-19,2014-01-07,2016-02-12,Closed,Proposal for interior alterations to room 23 in the basement for a washroom and sink. Interior alterations to room 25 on the first floor for a partition wall to divide up the room into two rooms along with washrooms and sink in each of the new rooms for Palmerston Avenue Junior Public School.. Proposal includes for HVAC and PLB. Convinience address of 735 Palmerston Ave.,200000,805 EUCLID AVE   ###,POINT (-79.415902 43.668031),3.0,University-Rosedale
14 101594 BLD,Building Additions/Alterations,University,Interior Alterations,87,GERRARD,ST,E,###,808265.0,S2712,2014-01-07,2014-03-04,2016-08-25,Closed,Minor interior alterations to existing university building on the 3rd floor.  Rogers Communication Centre (RCC) - Ryerson University.  Convenience address - 80 Gould St.,170000,87 GERRARD ST E ###,POINT (-79.37758 43.65971),21.0,Toronto Centre
14 108526 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,15,KINGSVIEW,BLVD, ,M9R,9963018.0,W0208,2014-01-23,2014-01-26,2016-09-30,Closed,Proposal to construct interior renovation to existing washroom. (Altering layout to create a larger space with hallway.,20000,15 KINGSVIEW BLVD   M9R,POINT (-79.549804 43.699109),14.0,Etobicoke North
14 118694 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,115,ST ANDREWS,RD, ,M1P,8714154.0,E3804,2014-02-19,2014-06-18,2016-02-16,Closed,Structural alterations to existing roof structure within the place of worship,200000,115 ST ANDREWS RD   M1P,POINT (-79.251836 43.760168),9.0,Scarborough Centre
14 140836 BLD,Building Additions/Alterations,University,Interior Alterations,3377,BAYVIEW,AVE, ,M2M,9531675.0,N2402,2014-04-10,2014-04-15,2016-02-17,Closed,Interior alterations to existing kitchen area,2000000,3377 BAYVIEW AVE   M2M,POINT (-79.392084 43.797146),18.0,Don Valley North
14 186094 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,1950,BATHURST,ST, ,M5P,8855434.0,S2102,2014-07-07,2014-08-05,2016-06-29,Closed,"Proposal for ""Phase 0"": interior renovations of existing temple, scope of work includes new elevator, new exit stair and exit doors, new main entrance doors and interior alterations. No additions in this phase.  ""Holy Blossom Temple""",1170000,1950 BATHURST ST   M5P,POINT (-79.425263 43.698286),12.0,Toronto-St. Paul's
14 190870 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,300,ADELAIDE,ST,E,M5A,760830.0,S2807,2014-07-15,2014-07-25,2016-03-23,Closed,"Proposal for interior alterations to existing 2nd floor cafe located at George Brown College - Student Enterprise Cafe, Centre for Hospitality and Culinary Arts",350000,300 ADELAIDE ST E M5A,POINT (-79.369948 43.652205),21.0,Toronto Centre
14 213458 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918.0,N2509,2014-08-28,2014-10-14,2016-04-06,Closed,"Interior Alterations of hospital K - Wing West, ground floor",2500000,2075 BAYVIEW AVE   M4N,POINT (-79.377875 43.721938),11.0,Don Valley West
14 215093 BLD,Building Additions/Alterations,University,Interior Alterations,35,ST GEORGE,ST, ,M5S,11227024.0,S2007,2014-09-02,2015-02-26,2016-03-31,Closed,"Proposal for interior alterations to an existing lab on the 4th floor  located in the Galbraith Building - U of T, Nano-materials for Energy Lab.  NOTE - See active interior demo permit 14 188838.",1100000,35 ST GEORGE ST   M5S,POINT (-79.396355 43.659738),3.0,University-Rosedale
14 220231 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,34,KERN,RD, ,M3B,8837782.0,N3403,2014-09-11,2014-10-23,2016-01-05,Closed,Interior alteration at main floor tenant 7 for a new commercial school,600000,34 KERN RD   M3B,POINT (-79.351373 43.749598),19.0,Don Valley East
14 247915 BLD,New Building,Place of Worship,New Building,28,HENDON,AVE, ,M2M,7164220.0,N2301,2014-11-04,2015-10-21,2016-11-29,Closed,Proposal to construct a new 2-storey place of worship (434.5 m2) - Fifth Church,2000000,28 HENDON AVE   M2M,POINT (-79.418169 43.78135),2.0,Willowdale
14 247922 BLD,Building Additions/Alterations,Hospital,Interior Alterations,3050,LAWRENCE,AVE,E,M1P,9638452.0,E3804,2014-11-04,2014-12-19,2016-11-25,Closed,Interior alterations to the male and female washrooms G50 & G51,150000,3050 LAWRENCE AVE E M1P,POINT (-79.247505 43.756157),9.0,Scarborough Centre
14 250771 BLD,Building Additions/Alterations,Hospital,Interior Alterations,3276,ST CLAIR,AVE,E,M1L,4628244.0,E3501,2014-11-12,2015-01-07,2016-10-04,Closed,"Proposal for interior alterations to the ground, 2nd and 3rd floors in existing hospital.",280000,3276 ST CLAIR AVE E M1L,POINT (-79.285199 43.713968),5.0,Scarborough Southwest
14 263207 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918.0,N2509,2014-12-11,2014-12-18,2016-05-04,Closed,"Proposed construction of eight new 10"" concrete pads on existing 6"" slab on garde to accommodate new absorption chiller unit and steam condenser.",1700000,2075 BAYVIEW AVE   M4N,POINT (-79.377875 43.721938),11.0,Don Valley West
15 110955 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,49,GIVINS,ST, ,M6J,11180397.0,S1906,2015-02-02,2015-02-27,2016-04-27,Closed,Proposal to install child height sink with associated plumbing and partition fur-out to existing daycare classroom. ,5000,49 GIVINS ST   M6J,POINT (-79.417686 43.646217),24.0,Spadina-Fort York
15 113770 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,670,COSBURN,AVE, ,M4C,7846533.0,S3104,2015-02-09,2015-02-24,2016-02-03,Closed,Proposed renovations to ground floor (16.82m2) to convert two existing washrooms into new multi-purpose room and meeting room - East York Secondary School,102000,670 COSBURN AVE   M4C,POINT (-79.325299 43.695),4.0,Beaches-East York
15 114615 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,425,MCCOWAN,RD, ,M1J,6427800.0,E3809,2015-02-11,2016-03-02,2016-08-10,Closed,To convert existing classroom space to child care facility,400000,425 MCCOWAN RD   M1J,POINT (-79.23914 43.743624),9.0,Scarborough Centre
15 117110 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,9,CARRIER,DR, ,M9V,991852.0,W0102,2015-02-12,2015-03-26,2016-04-05,Closed,Interior alteration to create new washroom in existing building.,50000,9 CARRIER DR   M9V,POINT (-79.603738 43.738541),14.0,Etobicoke North
15 117151 BLD,Building Additions/Alterations,Hospital,Interior Alterations,30,BOND,ST, ,M5B,773891.0,S2714,2015-02-12,2015-06-09,2016-06-29,Closed,"Proposal for interior alterations to to add a 3rd elevator bank within the Donnelly Wing that will serve floors B2 thru level 11 in existing hospital - ""St Michaels Hospital""",1500000,30 BOND ST   M5B,POINT (-79.377682 43.653656),21.0,Toronto Centre
15 119250 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,290,LAWRENCE,AVE,W,M5M,535922.0,N1602,2015-02-19,2015-06-22,2016-11-15,Closed,Construct interior demolition and interior alterations to create a new adult education school for CLLC,334561,290 LAWRENCE AVE W M5M,POINT (-79.415109 43.72261),17.0,Eglinton-Lawrence
15 122826 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,4759-4789,YONGE,ST, ,M2N,9066026.0,N2306,2015-03-02,2015-05-14,2016-06-21,Closed,"Convert and enlarge  Unit 415  into 416 and 417 to create a new Pharmacy Prep School
Hullmark Centre",315000,4759-4789 YONGE ST   M2N,POINT (-79.410312 43.760361),2.0,Willowdale
15 124427 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,14,PEMBROKE,ST, ,M5A,853146.0,S2714,2015-03-05,2015-04-08,2016-01-25,Closed,Interior alterations to existing admin area,25000,14 PEMBROKE ST   M5A,POINT (-79.372321 43.656587),21.0,Toronto Centre
15 128490 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,200,LONSDALE,RD, ,M4V,7254136.0,S2207,2015-03-17,2015-07-02,2016-05-03,Closed,"Proposal for interior alterations to the 1st floor classrooms, washrooms, offices and corridors in the existing secondary school.",3200000,200 LONSDALE RD   M4V,POINT (-79.402523 43.691947),12.0,Toronto-St. Paul's
15 128494 BLD,Building Additions/Alterations,Student Residence,Interior Alterations,200,LONSDALE,RD, ,M4V,7254136.0,S2207,2015-03-17,2015-06-30,2016-01-13,Closed,Proposal for interior alterations to the student residence rooms and apartments on the  2nd and 3rd floors of the residence buildings.,1700000,200 LONSDALE RD   M4V,POINT (-79.402523 43.691947),12.0,Toronto-St. Paul's
15 128629 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,56,WOODFIELD,RD, ,M4L,885738.0,S3207,2015-03-17,2015-04-21,2016-01-15,Closed,Propose interior alteration to the front entrance of the existing elementary school,120000,56 WOODFIELD RD   M4L,POINT (-79.3228 43.665888),23.0,Toronto-Danforth
15 130738 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,75,ASHTONBEE,RD, ,M1L,11048263.0,E3706,2015-03-23,2015-06-11,2016-03-31,Closed,"1605.00m2 of interior alterations to Centennial College throughout blocks B, C and D.",1700000,75 ASHTONBEE RD   M1L,POINT (-79.289911 43.730944),9.0,Scarborough Centre
15 135362 BLD,Building Additions/Alterations,Child Care Facility/DayCare Centre,Interior Alterations,2005,SHEPPARD,AVE,E,###,,N3306,2015-04-01,2015-10-20,2016-07-15,Closed,Construct interior alterations (125m2) to expand the use of the day care (All About Kids Daycare)  into the previous personal service shop unit.  ,15000,2005 SHEPPARD AVE E ###,POINT (-79.338384 43.774331),18.0,Don Valley North
15 135394 BLD,Building Additions/Alterations,Student Residence,Interior Alterations,89,CHESTNUT,ST, ,M5G,7792363.0,S2713,2015-04-01,2015-04-30,2016-06-03,Closed,Proponed interior alterations to the ground floor level of the existing student residence building.,1700000,89 CHESTNUT ST   M5G,POINT (-79.385227 43.654248),24.0,Spadina-Fort York
15 135447 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2867,ELLESMERE,RD, ,M1E,6362828.0,E4303,2015-04-01,2015-04-22,2016-05-09,Closed,Proposed interior alterations to existing medical suites (1st and 7th floors),50000,2867 ELLESMERE RD   M1E,POINT (-79.204964 43.78009),8.0,Scarborough-Guildwood
15 140917 BLD,Building Additions/Alterations,Hospital,Interior Alterations,250,COLLEGE,ST, ,M5T,9942219.0,S2007,2015-04-14,2015-05-04,2016-10-18,Closed,interior alteration to the ground floor LAB wintin the existing Hospial ,250000,250 COLLEGE ST   M5T,POINT (-79.399118 43.658584),3.0,University-Rosedale
15 144729 BLD,Building Additions/Alterations,Hospital,Interior Alterations,555,UNIVERSITY,AVE, ,M5G,7792696.0,S2711,2015-04-21,2015-05-06,2016-04-21,Closed,Central Pharmacy interior alterations - State Wing 3rd floor,360000,555 UNIVERSITY AVE   M5G,POINT (-79.387437 43.657372),3.0,University-Rosedale
15 145534 BLD,Building Additions/Alterations,Hospital,Interior Alterations,101,COLLEGE,ST, ,M5G,785208.0,S2711,2015-04-23,2015-06-12,2016-09-29,Closed,Proposal for interior alterations to the existing nuclear medicine department on the 2nd floor of the existing hospital (Toronto General Hospital),900000,101 COLLEGE ST   M5G,POINT (-79.388788 43.659804),3.0,University-Rosedale
15 146181 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,99,BRIAN,DR, ,M2J,11467127.0,N3304,2015-04-24,2015-07-07,2016-09-29,Closed,Construct interior alterations to Brian PS to the pre-school and toddler rooms also the playground arear outside,120000,99 BRIAN DR   M2J,POINT (-79.332278 43.782203),18.0,Don Valley North
15 147059 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,225,GARDEN,AVE, ,M6R,807559.0,S1404,2015-04-27,2015-05-15,2016-09-01,Closed,"Proposal for interior alterations to an existing elementary school - Garden Ave Elementary School.
Exterior work includes landscaping.",100000,225 GARDEN AVE   M6R,POINT (-79.449127 43.643209),13.0,Parkdale-High Park
15 152619 BLD,Building Additions/Alterations,University,Interior Alterations,87,GERRARD,ST,E,###,808265.0,S2712,2015-05-06,2015-06-08,2016-02-17,Closed,"Proposal for interior alterations to ground floor of Ryersons University - Architectural Building Arc Fabrication Design Zone - Phase 2
Convenience address is 325 Church St.",200000,87 GERRARD ST E ###,POINT (-79.37758 43.65971),21.0,Toronto Centre
15 154064 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,25,YORKWOODS,GT, ,M3N,10258462.0,N0805,2015-05-08,2015-06-24,2016-01-14,Closed,DAYCARE ALTERATION - CLASSROOM TO INFANT ROOM,75000,25 YORKWOODS GT   M3N,POINT (-79.513888 43.750668),0.0,Humber River-Black Creek
15 155383 BLD,Building Additions/Alterations,University,Interior Alterations,47,QUEEN'S PARK,CRES,E,M5S,20357828.0,S2707,2015-05-12,2015-05-15,2016-05-16,Closed,Interior alterations to 4th floor of existing university building.  University of St Michael's College (Allumni Hall - Slavic Department).  Convenience address - 121 St Joseph St,150000,47 QUEEN'S PARK CRES E M5S,POINT (-79.390657 43.664731),3.0,University-Rosedale
15 156448 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918.0,N2509,2015-05-13,2015-05-21,2016-02-26,Closed,Construct interior alterations to Sunnybrook Hospital H 150 and H 152  Wing Level 1 (closing up and openin),60000,2075 BAYVIEW AVE   M4N,POINT (-79.377875 43.721938),11.0,Don Valley West
15 157314 BLD,Building Additions/Alterations,College/Trade/Tech School/Training Cent.,Interior Alterations,2489,BAYVIEW,AVE, ,M2L,13505480.0,N2504,2015-05-14,2015-06-04,2016-07-06,Closed,"Increase occupant load to 150 people for the Actor's Conservatory building  - Windfield Campus - The Candian Film Centre.
Refer to permit no. 10-302226-BLD-00-NB and 15-128123-BLD 00-NB for information of the existing building.",17000,2489 BAYVIEW AVE   M2L,POINT (-79.382539 43.742253),11.0,Don Valley West
15 157903 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,256,KINGSTON,RD, ,M4L,4833238.0,S3208,2015-05-15,2015-06-11,2016-01-14,Closed,"interior alterations to existing kitchen area, add kitchen system",150000,256 KINGSTON RD   M4L,POINT (-79.309492 43.6734),4.0,Beaches-East York
15 161380 BLD,Building Additions/Alterations,Secondary School,Interior Alterations,120,DERRYDOWN,RD, ,M3J,507241.0,N0806,2015-05-22,2015-06-09,2016-01-05,Closed,"Proposal for interior alterations to kindergarten room ""A' in existing secondary school - ""Derrydown PS""",120000,120 DERRYDOWN RD   M3J,POINT (-79.493713 43.758699),0.0,Humber River-Black Creek
15 162895 BLD,Building Additions/Alterations,University,Interior Alterations,87,GERRARD,ST,E,###,808265.0,S2712,2015-05-26,2015-07-03,2016-02-18,Closed,"Proposal for interior alterations to ground floor of Ryersons University, Architectural Building for new dust collection system and room.
Convenience address is 325 Church St.",20000,87 GERRARD ST E ###,POINT (-79.37758 43.65971),21.0,Toronto Centre
15 163250 BLD,Building Additions/Alterations,University,Interior Alterations,296,CHURCH,ST, ,###,11462111.0,S2712,2015-05-26,2015-07-07,2016-02-18,Closed,Construct interior alterations (254m2) upgrade of dust collector system,20000,296 CHURCH ST   ###,POINT (-79.37794 43.657488),21.0,Toronto Centre
15 163708 BLD,Building Additions/Alterations,Place of Worship,Interior Alterations,360,BAY,ST, ,M5H,7929471.0,S2806,2015-05-27,2015-09-15,2016-09-01,Closed,Proposal for interior alterations to create a Place of worship in unit 200 in the existing office building.,190000,360 BAY ST   M5H,POINT (-79.381442 43.650733),24.0,Spadina-Fort York
15 166799 BLD,Building Additions/Alterations,Hospital,Interior Alterations,399,BATHURST,ST, ,M5T,9086232.0,S2008,2015-06-02,2015-08-04,2016-05-27,Closed,Proposal for interior alterations on the ground floor of existing hospital to facillitate the installation of new x-ray equipment - Toronto Western Hospital,100000,399 BATHURST ST   M5T,POINT (-79.405688 43.653095),3.0,University-Rosedale
15 167277 BLD,Building Additions/Alterations,Elementary School,Interior Alterations,120,SEDGEMOUNT,DR, ,M1H,13971549.0,E3806,2015-06-02,2015-06-16,2016-03-11,Closed,To construct interior alterations for new electrical room in exisiting elementary school.,35000,120 SEDGEMOUNT DR   M1H,POINT (-79.234928 43.765376),8.0,Scarborough-Guildwood
15 167699 BLD,Building Additions/Alterations,Hospital,Interior Alterations,555,UNIVERSITY,AVE, ,M5G,7792696.0,S2711,2015-06-03,2015-06-16,2016-12-08,Closed,"Proposal for interior alterations to the main floor, ""Trauma/Resuscitation room"".",500000,555 UNIVERSITY AVE   M5G,POINT (-79.387437 43.657372),3.0,University-Rosedale
15 181660 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918.0,N2509,2015-06-26,2015-12-16,2016-06-09,Closed,Interior alterations - Catheterization Lab - Room C306 - Sunnybrook Hospital,375000,2075 BAYVIEW AVE   M4N,POINT (-79.377875 43.721938),11.0,Don Valley West
15 181676 BLD,Building Additions/Alterations,Hospital,Interior Alterations,2075,BAYVIEW,AVE, ,M4N,7754918.0,N2509,2015-06-26,2015-11-27,2016-10-31,Closed,Interior alterations - OR 8 Renovation - M Wing Level 2 - Sunnybrook hospital,600000,2075 BAYVIEW AVE   M4N,POINT (-79.377875 43.721938),11.0,Don Valley West
15 182302 BLD,Building Additions/Alterations,Hospital,Interior Alterations,555,UNIVERSITY,AVE, ,M5G,7792696.0,S2711,2015-06-29,2015-07-10,2016-10-06,Closed,"Proposed interior alterations including architectural, structural, plumbing and hvac.",400000,555 UNIVERSITY AVE   M5G,POINT (-79.387437 43.657372),3.0,University-Rosedale
