Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost,Address,Coordinates,Ward_Index,Ward
04 121681 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,11,ST CLAIR,AVE,E,M4T,10154565.0,S1238,2004-04-01,2004-05-26,,Inspection,Interior alterations to offices within St Clair subway station ,250000,11 ST CLAIR AVE E M4T,POINT (-79.393027 43.687937),12.0,Toronto-St. Paul's
04 146277 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2004-06-11,2004-07-09,,Permit Issued,"Interior alterations to remove 2 existing stairway and replace with 2 esclators, for platform serving Tracks #12 and 13, plus construct future tunnel link to Track #14 at floor area below.",1000000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
04 156018 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,1,YORKDALE,RD, ,M6A,4940063.0,N0823,2004-07-13,2004-07-13,,Permit Issued,"Bus terminal station renovations, alterations to ticket booth (washroom addition), replkace existing perimeter fascia",192755,1 YORKDALE RD   M6A,POINT (-79.449097 43.725178),17.0,Eglinton-Lawrence
04 163571 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,1130,BATHURST,ST, ,M5R,13319673.0,S1235,2004-08-05,2004-08-11,,Permit Issued,Interior alterations to convert existing vault in basement level to revenue office.,35000,1130 BATHURST ST   M5R,POINT (-79.415525 43.675269),12.0,Toronto-St. Paul's
04 168886 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,3101,YONGE,ST, ,###,7762894.0,N1525,2004-08-25,2005-04-20,,Permit Issued,Upgrade electrical system for fire safety.Yonge/Lawrence Subway Station,70000,3101 YONGE ST   ###,POINT (-79.401937 43.725363),11.0,Don Valley West
04 180699 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,819,BATHURST,ST, ,M5R,9523574.0,S1126,2004-10-08,2004-12-03,,Permit Issued,Interior alterations to create lunchroom and upgrade existing repair shop of supervisory control equipment,30000,819 BATHURST ST   M5R,POINT (-79.411296 43.666185),3.0,University-Rosedale
04 180703 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,580,COMMISSIONERS,ST, ,M4M,8353639.0,S1443,2004-10-08,2004-11-24,,Inspection,Interior alterations to offices in repair garage of TTC,60000,580 COMMISSIONERS ST   M4M,POINT (-79.330556 43.656348),23.0,Toronto-Danforth
04 188156 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,250,UNIVERSITY,AVE, ,M5H,877903.0,S1030,2004-11-03,2004-12-08,,Permit Issued,Construct elevator shaft from subway platform level to concourse level with mechanical room at platform level.(Osgoode Subway Stn. - 181 Queen St. W),1500000,250 UNIVERSITY AVE   M5H,POINT (-79.387022 43.650422),24.0,Spadina-Fort York
05 116461 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,1900,YONGE,ST, ,M4S,7273830.0,S1227,2005-03-18,2005-03-31,,Inspection,To demolish existing platforms and construct new concrete platforms.,900000,1900 YONGE ST   M4S,POINT (-79.397125 43.697859),12.0,Toronto-St. Paul's
05 117317 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,135,CUMBERLAND,ST, ,###,9544522.0,S1128,2005-03-23,2005-04-11,,Permit Issued,Interior alterations to enclose abandoned escalators with fire rated and non fire rated enclosures and to upgrade early warning fire alarm system.,240000,135 CUMBERLAND ST   ###,POINT (-79.392335 43.669877),3.0,University-Rosedale
05 118858 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,1130,BATHURST,ST, ,M5R,13319673.0,S1235,2005-03-31,2005-03-31,,Permit Issued,Interior alterations to replace pressure washers and associated systems.,500000,1130 BATHURST ST   M5R,POINT (-79.415525 43.675269),12.0,Toronto-St. Paul's
05 126164 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,11,ST CLAIR,AVE,E,M4T,10154565.0,S1238,2005-04-25,2005-07-08,,Inspection,TTC Contract S45-5 - Easier access elevator renovations at St. Clair Station.,4000000,11 ST CLAIR AVE E M4T,POINT (-79.393027 43.687937),12.0,Toronto-St. Paul's
05 136044 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,315,MAIN,ST, ,M4C,8232328.0,S1930,2005-05-26,2005-06-20,,Permit Issued,Make interior alterations to existing retail area on concourse level for retail store purposes.,40000,315 MAIN ST   M4C,POINT (-79.301503 43.689087),4.0,Beaches-East York
05 144785 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,950,KIPLING,AVE, ,###,8353629.0,W0324,2005-06-16,2006-12-18,,Permit Issued,Interior alterations to existing retail unit  **Gateway Newstands** in lower level of Kipling Subway Station,30000,950 KIPLING AVE   ###,POINT (-79.534373 43.638639),15.0,Etobicoke-Lakeshore
05 172234 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,400,GREENWOOD,AVE, ,M4J,7777285.0,S1431,2005-08-18,2005-08-25,,Permit Issued,"Interior alterations to replace an oil interceptor, install a new bulk oil storage tank, complete with associated piping & power supply, & create a new opening to the exterior",500000,400 GREENWOOD AVE   M4J,POINT (-79.331421 43.677746),23.0,Toronto-Danforth
05 173823 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2005-08-23,2005-09-29,,Permit Issued,"Interior alteration to existing retail space at Union Station (concourse level) Tenant - ""Gateway Newsstand""",50000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
05 200583 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2005-11-08,2006-02-02,,Inspection,Interior alterations to construct new stairs and opening and raise height of exterior platform.,500000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
05 200589 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,5697,YONGE,ST, ,M2M,7171815.0,N1823,2005-11-07,2005-11-30,,Inspection,Interior alteration to an existing retail store in the lower level,50000,5697 YONGE ST   M2M,POINT (-79.415844 43.782684),2.0,Willowdale
05 211652 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,3101,YONGE,ST, ,###,7762894.0,N1525,2005-12-22,2006-08-14,,Inspection,Interior alterations to an asbestos decontamination facility at the Lawrence/Yonge Subway station,1700000,3101 YONGE ST   ###,POINT (-79.401937 43.725363),11.0,Don Valley West
06 110248 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2006-02-16,2006-03-02,,Inspection,Construct interior stair('C') from lower level to platform #5/6. HOLD for field review form from Stuctural Engineer.No physical file-Site review reports up to Feb 16/06 have been attached to permit file.,200000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
06 122513 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,955,ROYAL YORK,RD, ,M8X,12157361.0,W0322,2006-04-03,2006-04-20,,Permit Issued,Interior alterations to an existing subway station - New opening in existing wall and installation of a double sliding door.,18000,955 ROYAL YORK RD   M8X,POINT (-79.511344 43.648168),15.0,Etobicoke-Lakeshore
06 122523 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,950,KIPLING,AVE, ,###,8353629.0,W0324,2006-04-03,2006-05-02,,Work Not Started,Interior alterations to an existing subway station - Alter the existing north wall at the east end of bus terminal by installing a new double sliding door and install a new transit shelter.,31000,950 KIPLING AVE   ###,POINT (-79.534373 43.638639),15.0,Etobicoke-Lakeshore
06 133912 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,1226,ISLINGTON,AVE, ,M8X,1008938.0,W0325,2006-05-10,2006-05-16,,Inspection,Interior aesthetic renovations to an existing restaurant within the subway station **CAFE on the Go**.,35000,1226 ISLINGTON AVE   M8X,POINT (-79.524045 43.645224),15.0,Etobicoke-Lakeshore
06 135351 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,6,SPADINA,RD, ,M5R,10736657.0,S1126,2006-05-15,2006-10-30,,Inspection,Interior alteations to existing room to convert to storage/maint. room.  TTC. 6 SPADINA RD,50000,6 SPADINA RD   M5R,POINT (-79.404371 43.667177),3.0,University-Rosedale
06 182256 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,2457,EGLINTON,AVE,E,###,6674327.0,E2023,2006-10-06,2006-11-06,,Inspection,PROVIDE HVAC FOR ESCALATOR MAINTENANCE ROOM,7000,2457 EGLINTON AVE E ###,POINT (-79.263526 43.732644),5.0,Scarborough Southwest
07 102802 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,1240,BAY,ST, ,M5R,13497752.0,S1128,2007-01-16,2007-01-19,,Inspection,Interior alterations to replace a single exit door with a new double doors in 2 locations (lower bay subway platform - TTC),5000,1240 BAY ST   M5R,POINT (-79.390137 43.670345),3.0,University-Rosedale
07 108817 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,5102,YONGE,ST, ,###,14076454.0,N1824,2007-02-13,2007-04-19,,Inspection,Two new  elevators and machine room.,3400000,5102 YONGE ST   ###,POINT (-79.412912 43.768282),2.0,Willowdale
07 125611 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,160,TRANSIT,RD, ,M3H,9234260.0,N0628,2007-03-28,2007-04-19,,Inspection,Replace existing dust collection system,200000,160 TRANSIT RD   M3H,POINT (-79.45353 43.736398),1.0,York Centre
08 108768 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,819,BATHURST,ST, ,M5R,9523574.0,S1126,2008-02-04,2008-02-26,,Permit Issued,"Alterations to exsiting electronic repair shop, locker room  and office ot Concourse Level of Bathurst Station TTC.",60000,819 BATHURST ST   M5R,POINT (-79.411296 43.666185),3.0,University-Rosedale
08 160100 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,160,TRANSIT,RD, ,M3H,9234260.0,N0628,2008-05-20,2008-06-17,,Inspection,,360000,160 TRANSIT RD   M3H,POINT (-79.45353 43.736398),1.0,York Centre
08 168570 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,1,IBMS OLD WARD 20, , ,###,,E2087,2008-06-10,2008-06-16,,Permit Issued,Construct storage room to concourse level of St. Patrick Subway Station TTC,10000,1 IBMS OLD WARD 20     ###,POINT (-78.993558 43.93303),,
08 195685 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,701,WARDEN,AVE, ,M1L,395735.0,E2029,2008-08-20,2009-01-28,,Permit Issued,TO CONSTRUCT EXISTING UNASSIGNED ROOM IN A SUBWAY STATION TO A RADIO REPAIR SHOP-NO PLUMBING,100000,701 WARDEN AVE   M1L,POINT (-79.279471 43.711601),5.0,Scarborough Southwest
09 116622 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,570,WILSON,AVE, ,###,7994198.0,N0629,2009-03-12,2010-06-04,,Permit Issued,North terminal equipment assembly - Signal Shop - Wilson Station - TTC,400000,570 WILSON AVE   ###,POINT (-79.451237 43.734112),1.0,York Centre
09 119901 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,1300,EGLINTON,AVE,W,M6C,12352756.0,N0832,2009-03-25,2009-09-02,,Inspection,Proposal for interior alterations to convert a room on the intermediate level of the transit station at the south portion of the intermediate level into an employee training room.  This proposal will also include HVAC and plumbing.,90000,1300 EGLINTON AVE W M6C,POINT (-79.435711 43.699121),17.0,Eglinton-Lawrence
09 159558 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,139,ST GEORGE,ST, ,M5R,4030665.0,S1127,2009-08-19,2009-09-03,,Permit Issued,"Interior alterations to renovate and increase occupant load from 4 to 12 in ""Backup Transit Control Room"" at platform level.  St. George Station.",100000,139 ST GEORGE ST   M5R,POINT (-79.399814 43.668278),3.0,University-Rosedale
09 171646 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,5714,YONGE,ST, ,###,7171768.0,N1822,2009-09-22,2009-09-30,,Permit Issued,TTC Station - Lucky Strike Kiosk,25000,5714 YONGE ST   ###,POINT (-79.416381 43.781763),2.0,Willowdale
09 199582 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2009-12-23,2010-02-23,,Inspection,"""Early Works 1"" Project - Interior alterations to lower level for new GO hub rooms (GO York St Concourse).  61-71 Front St W - UNION STATION.  Also see ""Early Works 2"" 09 199601.",50000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
09 199601 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2009-12-23,2010-04-09,,Inspection,"""Early Works 2"" Project - Interior alterations to lower level for new VIA Catering/Bicycles Station.  20 York St. - UNION STATION.  Also see ""Early Works 1"" 09 199582.",250000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
10 150117 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,71,FRONT,ST,W,M5J,10864314.0,S1037,2010-04-12,2010-07-20,,Inspection,EW5A-Interior alterations to operations office at South-East  corner of Via Concourse level.,1000,71 FRONT ST W M5J,POINT (-79.380551 43.645469),24.0,Spadina-Fort York
10 182203 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2010-05-26,2010-07-20,,Inspection,"Proposal for interior alterations to lower level ramp, concourse level ticket counters and offices, and second floor offices at Union Station (748m2).",100000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
10 186530 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2010-06-01,2010-08-20,,Inspection,"EW5D (VIA FACILITIES - PANORAMA LOUNGE) Proposal for interior alterations to existing lounge, ground level.",100000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
10 217594 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2010-07-12,2010-11-26,,Inspection,"Union Station Revitalization WP2 Stage 1: STRUCTURE AND UNDERGROUND MECHANICAL & ELECTRICAL SERVICES.  Cut and extend columns, demo and excavation, and new slab.  See active BLD permits for additional work at Union Station.",50000000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
10 220786 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,65,FRONT,ST,W,M5J,10864313.0,S1037,2010-07-15,2010-07-23,,Inspection,"Interior alterations to unit 4b within the concourse level of Union station. This is for a new sushi restaurant named ""SUSHI ONE"".",50000,65 FRONT ST W M5J,POINT (-79.380348 43.645528),24.0,Spadina-Fort York
10 295882 BLD,New Building,"Transit Station,Subway, Bus Terminal",New Building,61,FRONT,ST,W,M5J,10864312.0,S1037,2016-06-07,2016-08-22,,Revision Issued,REV #1- ARCADE AREA MECHANICAL FIRE RATED PLENUM LINED WITH SHEET METAL TO ACCESS GO TRANSIT COMMUNICATION JUNCTION BOXES IN SOUTH EAST ARCADEBASE BUILDING PERMIT STAGE 1 FOR UNION STATION REVITALIZATION. - Great Hall and Via Concourse and floors 2-7 in tower above.Drawings under Large BIn 40 (5 sets),15000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
10 301245 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2010-11-23,2011-04-13,,Inspection,UNION STAION PERMIT - WP4B -  West wing Exterior - Front Street West Bridge =- Parapets and North West Plaza.,1000000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
11 115181 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,7,SPADINA,RD, ,###,10736640.0,S1127,2011-01-27,2011-02-07,,Permit Issued,to replace two steel column in mezzanine level,291000,7 SPADINA RD   ###,POINT (-79.403772 43.667376),3.0,University-Rosedale
11 219616 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,38,COMSTOCK,RD, ,M1L,14048405.0,E2021,2011-06-15,2011-09-23,,Inspection,drainage modification for inspection pit,200000,38 COMSTOCK RD   M1L,POINT (-79.291077 43.720319),5.0,Scarborough Southwest
11 225415 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,1,YORKDALE,RD, ,M6A,4940063.0,N0823,2011-06-23,2011-10-28,,Inspection,Install second floor barrier free elevator service for GO Transit station to Yordale Mall.,2200000,1 YORKDALE RD   M6A,POINT (-79.449097 43.725178),17.0,Eglinton-Lawrence
11 304399 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,2430,LAWRENCE,AVE,E,M1P,7171806.0,E2128,2011-11-03,2011-11-17,,Inspection,construct interior alterations  to bus operator washroom - convert one washroom into two1 female and 1 male,60000,2430 LAWRENCE AVE E M1P,POINT (-79.271363 43.750906),9.0,Scarborough Centre
11 326106 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,61,FRONT,ST,W,M5J,10864312.0,S1037,2011-12-14,2012-01-11,,Permit Issued,WP4D - Great Hall Renovation and Restoration.  Union Station.,250000,61 FRONT ST W M5J,POINT (-79.380073 43.645254),24.0,Spadina-Fort York
11 327016 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,5714,YONGE,ST, ,###,7171768.0,N1822,2011-12-16,2012-01-24,,Permit Issued,Structural strengthening of reinforced concrete slab uxng fibre reinforced polymer.,40000,5714 YONGE ST   ###,POINT (-79.416381 43.781763),2.0,Willowdale
12 115654 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,71,FRONT,ST,W,M5J,10864314.0,S1037,2012-02-01,2012-02-07,,Inspection,This is for interior alterations to upgrade the staff washrooms at the Bay Street level.,120000,71 FRONT ST W M5J,POINT (-79.380551 43.645469),24.0,Spadina-Fort York
12 183506 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,71,FRONT,ST,W,M5J,10864314.0,S1037,2012-05-30,2012-08-24,,Inspection,"Propoal for interior alterations to existing office space on floors 1 through 5 at ""Union Station"".Convenience address is 65 Front St W.",6000000,71 FRONT ST W M5J,POINT (-79.380551 43.645469),24.0,Spadina-Fort York
13 138808 BLD,Building Additions/Alterations,"Transit Station,Subway, Bus Terminal",Interior Alterations,371,BLOOR,ST,W,M5S,772789.0,S1135,2013-03-22,2013-04-11,,Inspection,Proposal to raise and resurface the street car platform at Spadina Station to accommodate new street car design (181.2m2).,650000,371 BLOOR ST W M5S,POINT (-79.402508 43.666571),3.0,University-Rosedale
